table_name,office_id,longitude,latitude
110,0,130.411067900000030,33.572198300000000
110,1,130.393980000000060,33.587827000000000
110,2,130.408834500000000,33.582363900000000
110,3,130.407418700000000,33.556689000000000
110,4,130.401072500000050,33.544962700000000
110,5,130.429211600000030,33.556094900000000
110,6,130.387611900000020,33.554767000000000
110,7,130.325915700000000,33.582416800000000
110,8,130.438568499999970,33.658114400000000
110,9,130.405673300000000,33.600414800000000
110,10,130.374002499999960,33.540840500000000
110,11,130.421522200000030,33.591341000000000
110,12,130.413387100000020,33.575925700000000
110,13,130.405206100000000,33.525067300000000
110,14,139.974370700000000,35.031802400000000
110,15,130.348941900000000,33.577622100000000
110,16,130.422412900000040,33.622382100000000
110,17,139.752353299999980,35.702379500000000
110,18,130.321214300000070,33.535386800000000
110,19,130.411307299999980,33.558369400000000
110,20,130.413552399999960,33.532947300000000
110,21,130.321782900000020,33.559615800000000
110,22,130.422116800000030,33.584061200000000
110,23,130.435897100000030,33.646965700000000
110,24,130.422580299999940,33.596854500000000
110,25,130.371806500000050,33.593815000000000
110,26,130.343248200000060,33.564184600000000
110,27,130.383264100000020,33.589679400000000
110,28,130.441849500000000,33.558192200000000
110,29,130.352392600000030,33.544600500000000
110,30,130.444013199999970,33.608597200000000
110,31,130.264780800000040,33.593771700000000
110,32,130.393639399999980,33.552472900000000
110,33,130.311325600000030,33.558132400000000
110,34,130.457024199999980,33.636073200000000
110,35,130.368353867767350,33.573914987019606
110,36,130.341009200000030,33.573164400000000
110,37,130.325243700000000,33.562843400000000
110,38,130.416910400000000,33.534633300000000
110,39,130.425850600000000,33.646207200000000
110,40,130.349192600000040,33.553585600000000
110,41,130.410123600000020,33.567534900000000
110,42,130.410612300000020,33.574273100000010
110,43,130.259428399999930,33.589666200000000
110,44,130.421498499999980,33.548901100000000
110,45,130.448343499999960,33.558836800000000
110,46,130.428069899999970,33.561644200000000
110,47,130.420319500000000,33.593915800000000
110,48,130.355794200000000,33.576919100000000
110,49,130.417957600000020,33.528706000000000
110,50,130.262159500000050,33.568304400000000
110,51,130.357691299999940,33.575466500000000
110,52,130.422860700000000,33.602009600000000
110,53,130.428793199999970,33.618357700000000
110,54,130.397152000000000,33.577467100000000
110,55,130.395012200000000,33.540027100000000
110,56,130.461004600000020,33.631554100000000
110,57,130.426161099999940,33.582719700000000
110,58,130.444495648024030,33.674598943881385
110,59,130.410610700000000,33.541965800000000
110,60,130.347706099999980,33.567012000000000
110,61,130.429489800000050,33.535422300000000
110,62,130.317185800000060,33.575967299999990
110,63,130.423758200000060,33.591782700000000
110,64,130.332460299999980,33.552013500000000
110,65,130.453303000000000,33.672510500000000
110,66,130.433880899999960,33.547709900000000
110,67,130.342607100000000,33.544344900000000
110,68,130.334829400000000,33.557357500000000
110,69,130.447395576474040,33.561463832261960
110,70,130.352314999999980,33.541431400000000
110,71,130.434461599999960,33.533381000000000
110,72,130.344403899999970,33.556829800000000
110,73,130.324391800000060,33.536708900000000
110,74,130.367804300000000,33.577849900000000
110,75,130.393974399999930,33.591321100000000
110,76,130.336560200000000,33.547691700000000
110,77,130.330473699999970,33.583038800000000
110,78,130.417867700000000,33.563899300000000
110,79,130.412031399999930,33.602439800000000
110,80,130.423265799999970,33.615832900000000
110,81,130.416331600000030,33.566162900000000
110,82,130.406680599999960,33.540124300000000
110,83,130.389238409807940,33.552986549943120
110,84,130.425437200000030,33.547587600000000
110,85,130.345284699999980,33.545944700000000
110,86,130.315149799999970,33.586655200000000
110,87,130.438853200000040,33.692802300000000
110,88,130.434583800000040,33.537572200000000
110,89,130.473941600000000,33.649266200000000
110,90,130.438194800000020,33.636750300000000
110,91,130.411746600000010,33.692601400000000
110,92,130.397613099999940,33.581100100000000
110,93,130.317903000000000,33.551463500000000
110,94,130.438052999999970,33.701693000000000
110,95,130.445512900000040,33.574909800000000
110,96,130.322763099999970,33.586402600000000
110,97,130.304515300000050,33.550030100000000
110,98,130.431261400000040,33.557300300000000
110,99,130.424535600000000,33.603117800000000
110,100,130.428691836805340,33.556799538053130
110,101,130.360338200000000,33.582718700000000
